name,domain,mx,grade,dmarc_policy,dmarc_pct,dmarc_reporting,spf_mode,dkim_found,note,spf,dmarc
Davidson County Schools,davidson.k12.nc.us,True,MONITOR_ONLY,none,100,yes,softfail (~all),none of common selectors,,v=spf1 mx include:_spf.google.com include:customerspf.schoolmessenger.com ~all,"v=DMARC1; p=none; rua=mailto:michaelstevenson@davidson.k12.nc.us,mailto:kkoonts@davidson.k12.nc.us; fo=1"
Davie County Schools,davie.k12.nc.us,True,MONITOR_ONLY,none,100,yes,LOOKUP_FAILED,"google,s1,s2",SPF lookup timed out (rerun to confirm),,v=DMARC1; p=none; rua=mailto:networkservices@davie.k12.nc.us; ruf=mailto:networkservices@davie.k12.nc.us; fo=1
Duplin County Schools,duplinschools.net,True,ENFORCED_QUARANTINE,quarantine,100,yes,LOOKUP_FAILED,google,SPF lookup timed out (rerun to confirm),,v=DMARC1; p=quarantine; rua=mailto:dmarc@duplinschools.net
Durham Public Schools,dpsnc.net,True,MONITOR_ONLY,none,100,yes,LOOKUP_FAILED,"s1,s2",SPF lookup timed out (rerun to confirm),,v=DMARC1; p=none; rua=mailto:ExchangeAdmins@dpsnc.net
Edenton-Chowan Schools,ecps.k12.nc.us,True,ENFORCED_REJECT,reject,100,yes,LOOKUP_FAILED,google,SPF lookup timed out (rerun to confirm),,v=DMARC1; p=reject; rua=mailto:technology@ecps.k12.nc.us
Edgecombe County Public Schools,ecps.us,True,MONITOR_ONLY,none,100,no,LOOKUP_FAILED,"s1,s2",SPF lookup timed out (rerun to confirm),,v=DMARC1; p=none;
Elizabeth City-Pasquotank Public Schools,ecpps.k12.nc.us,True,NO_DMARC,NONE,,,LOOKUP_FAILED,google,SPF lookup timed out (rerun to confirm),,
Elkin City Schools,elkin.k12.nc.us,True,NO_DMARC,NONE,,,softfail (~all),none of common selectors,,v=spf1 include:_spf.google.com ~all,
Franklin County Schools,fcschools.net,True,ENFORCED_REJECT,reject,100,yes,LOOKUP_FAILED,google,SPF lookup timed out (rerun to confirm),,"v=DMARC1; p=reject; rua=mailto:dmarc@fcschools.net, mailto:franklincountyschools1@us.cp-dmarc.com; pct=100; adkim=s; aspf=s"
Gaston County Schools,gaston.k12.nc.us,True,MONITOR_ONLY,none,100,yes,LOOKUP_FAILED,google,SPF lookup timed out (rerun to confirm),,v=DMARC1; p=none; fo=1; rua=mailto:tssinfo@gaston.k12.nc.us
Gates County Schools,gates.k12.nc.us,True,NO_DMARC,NONE,,,NONE,none of common selectors,no SPF record either,,
Graham County Schools,graham.k12.nc.us,True,MONITOR_ONLY,none,100,yes,LOOKUP_FAILED,selector1,SPF lookup timed out (rerun to confirm),,v=DMARC1; p=none; pct=100; rua=mailto:re+hv9rtyugh2v@dmarc.postmarkapp.com; sp=none; aspf=r;
Granville County Schools,gcs.k12.nc.us,True,ENFORCED_QUARANTINE,quarantine,100,yes,LOOKUP_FAILED,google,SPF lookup timed out (rerun to confirm),,v=DMARC1; p=quarantine; rua=mailto:itsupport@gcs.k12.nc.us
Greene County Schools,gcsedu.org,True,NO_DMARC,NONE,,,softfail (~all),none of common selectors,,v=spf1 include:spf.gaggle.net include:_spf.google.com ~all,
Guilford County Schools,gcsnc.com,True,PARTIAL,quarantine,10,yes,LOOKUP_FAILED,selector2,policy quarantine applied to only 10% of mail,,v=DMARC1; p=quarantine; rua=mailto:spoofedemails@gcsnc.com; ruf=mailto:spoofedemails@gcsnc.com; fo=1; pct=10
Halifax County Schools,halifax.k12.nc.us,True,ENFORCED_REJECT,reject,100,no,hardfail (-all),google,,v=spf1 include:spf.gaggle.net include:_spf.google.com -all,v=DMARC1; p=reject; adkim=s; aspf=s; pct=100
Harnett County Schools,harnett.k12.nc.us,True,ENFORCED_REJECT,reject,100,yes,LOOKUP_FAILED,"google,s1,s2",SPF lookup timed out (rerun to confirm),,v=DMARC1; p=reject; rua=mailto:networkteam@harnett.k12.nc.us; aspf=s; adkim=s;
Haywood County Schools,haywood.k12.nc.us,True,ENFORCED_QUARANTINE,quarantine,100,yes,LOOKUP_FAILED,google,SPF lookup timed out (rerun to confirm),,v=DMARC1; p=quarantine; rua=mailto:sysadmin@haywood.k12.nc.us
Henderson County Schools,hcpsnc.org,True,ENFORCED_QUARANTINE,quarantine,100,yes,LOOKUP_FAILED,google,SPF lookup timed out (rerun to confirm),,v=DMARC1; p=quarantine; rua=mailto:dmarc@hcpsnc.org
Hertford County Schools,hertford.k12.nc.us,True,ENFORCED_QUARANTINE,quarantine,100,yes,softfail (~all),google,,v=spf1 ip4=198.86.17.195 include:spf.gaggle.net include:_spf.google.com ~all,v=DMARC1; p=quarantine; rua=mailto:hcpsdmarc@hertford.k12.nc.us;
Hickory City Schools,hickoryschools.net,True,ENFORCED_QUARANTINE,quarantine,100,no,LOOKUP_FAILED,google,SPF lookup timed out (rerun to confirm),,v=DMARC1;p=quarantine;pct=100;adkim=s;aspf=s
Hoke County Schools,hcs.k12.nc.us,True,ENFORCED_QUARANTINE,quarantine,100,yes,hardfail (-all),google,,v=spf1 include:_spf.parentlink.net include:_spf.google.com -all,v=DMARC1; p=quarantine; sp=quarantine; pct=100; rua=mailto:hoketech@hcs.k12.nc.us; fo=1; ri=86400
Hyde County Schools,hyde.k12.nc.us,True,ENFORCED_QUARANTINE,quarantine,100,yes,LOOKUP_FAILED,google,SPF lookup timed out (rerun to confirm),,v=DMARC1; p=quarantine; rua=mailto:dmarc@hyde.k12.nc.us; pct=100; adkim=s; aspf=s
Iredell-Statesville Schools,iss.k12.nc.us,True,ENFORCED_QUARANTINE,quarantine,100,yes,LOOKUP_FAILED,google,SPF lookup timed out (rerun to confirm),,v=DMARC1; p=quarantine; rua=mailto:dmarc@iss.k12.nc.us
Jackson County Public Schools,jcpsnc.org,True,NO_DMARC,NONE,,,softfail (~all),none of common selectors,,v=spf1 mx a include:_spf.google.com mx:smtp.jcpsmail.org ~all,
Johnston County Public Schools,johnston.k12.nc.us,True,ENFORCED_QUARANTINE,quarantine,100,yes,LOOKUP_FAILED,"google,s1,s2,smtp",SPF lookup timed out (rerun to confirm),,v=DMARC1; p=quarantine; rua=mailto:dmarc_reports@johnston.k12.nc.us
Jones County Schools,jonesnc.net,True,ENFORCED_QUARANTINE,quarantine,100,yes,LOOKUP_FAILED,"google,s1,s2",SPF lookup timed out (rerun to confirm),,v=DMARC1; p=quarantine; adkim=s; aspf=s; pct=100; rua=mailto:dmarc-report@jonesnc.net
Kannapolis City Schools,kcs.k12.nc.us,True,ENFORCED_QUARANTINE,quarantine,100,yes,LOOKUP_FAILED,"google,k1",SPF lookup timed out (rerun to confirm),,v=DMARC1; p=quarantine; rua=mailto:dmarc@kcs.k12.nc.us
Lee County Schools,lee.k12.nc.us,True,ENFORCED_QUARANTINE,quarantine,100,yes,LOOKUP_FAILED,"google,s1,s2",SPF lookup timed out (rerun to confirm),,v=DMARC1; p=quarantine; rua=mailto:dmarc@lee.k12.nc.us; pct=100; adkim=s; aspf=s
Lenoir County Public Schools,lcpsnc.org,True,MONITOR_ONLY,none,100,yes,softfail (~all),none of common selectors,,v=spf1 include:_spf.google.com ~all,v=DMARC1; p=none; rua=mailto:dmarc@lcpsnc.org; pct=100
Lexington City Schools,lexcs.org,True,ENFORCED_QUARANTINE,quarantine,100,yes,softfail (~all),"google,s1,s2",,v=spf1 ip4:152.26.8.0/24 include:spf.gaggle.net include:_spf.google.com include:sendgrid.net ~all,"v=DMARC1; p=quarantine; sp=none; pct=100; fo=1; rua=mailto:a.hx0e1mwg@sdmarc.net,mailto:techhelp@lexcs.org; ruf=mailto:techhelp@lexcs.org"
Lincoln County Schools,lincoln.k12.nc.us,True,NO_DMARC,NONE,,,LOOKUP_FAILED,"s1,s2",SPF lookup timed out (rerun to confirm),,
Macon County Schools,macon.k12.nc.us,True,MONITOR_ONLY,none,100,no,LOOKUP_FAILED,google,SPF lookup timed out (rerun to confirm),,v=DMARC1; p=none;
Madison County Schools,madisonk12.net,True,ENFORCED_QUARANTINE,quarantine,100,yes,hardfail (-all),selector1,,v=spf1 include:spf.protection.outlook.com include:_spf.google.com -all,v=DMARC1; p=quarantine; rua=mailto:admin@madisonk12.net
Martin County Schools,martin.k12.nc.us,True,NO_DMARC,NONE,,,softfail (~all),none of common selectors,,v=spf1 include:_spf.google.com ~all,
McDowell County Schools,mcdowell.k12.nc.us,True,ENFORCED_QUARANTINE,quarantine,100,yes,softfail (~all),google,,v=spf1 ip4:208.77.168.160/28 ip4:208.77.168.226/32 ip4:68.142.68.0/26 ip4:208.77.169.0/26 a mx include:_spf.google.com include:spf.gaggle.net ~all,v=DMARC1; p=quarantine; rua=mailto:postmaster@mcdowell.k12.nc.us; ruf=mailto:postmaster@mcdowell.k12.nc.us; aspf=r;
Mitchell County Schools,mcsnc.org,True,NO_DMARC,NONE,,,softfail (~all),"google,s1,s2",,v=spf1 include:sendgrid.net~all,
Montgomery County Schools,montgomery.k12.nc.us,True,MONITOR_ONLY,none,100,yes,softfail (~all),selector1,,v=spf1 include:spf.gaggle.net include:spf.protection.outlook.com include:_spf.bbnotify.net ~all,v=DMARC1; p=none; rua=mailto:techsupport@montgomery.k12.nc.us; pct=100
Moore County Schools,ncmcs.org,True,ENFORCED_QUARANTINE,quarantine,100,yes,hardfail (-all),google,,v=spf1 include:_spf.google.com include:mg.infinitecampus.org include:psu630nc.mg.infinitecampus.org  -all,v=DMARC1; p=quarantine; ruf=mailto:engineering@ncmcs.org; rua=mailto:engineering@ncmcs.org; fo=1; ri=86400; aspf=r; adkim=r
Mooresville Graded School District,mgsd.k12.nc.us,True,ENFORCED_QUARANTINE,quarantine,100,yes,LOOKUP_FAILED,google,SPF lookup timed out (rerun to confirm),,v=DMARC1; p=quarantine; rua=mailto:dmarc-reports@mgsd.k12.nc.us
Mount Airy City Schools,mtairy.k12.nc.us,True,MONITOR_ONLY,none,100,yes,LOOKUP_FAILED,google,SPF lookup timed out (rerun to confirm),,v=DMARC1; p=none; rua=mailto:emailadmin@mtairy.k12.nc.us
Nash County Public Schools,ncpschools.net,True,ENFORCED_REJECT,reject,100,yes,LOOKUP_FAILED,"google,s1,s2",SPF lookup timed out (rerun to confirm),,v=DMARC1;p=reject;rua=mailto:dmarc-reports@ncpschools.net;ruf=mailto:dmarc-reports@ncpschools.net;fo=1;pct=100;adkim=s;aspf=s
New Hanover County Schools,nhcs.net,True,ENFORCED_QUARANTINE,quarantine,100,yes,LOOKUP_FAILED,"selector1,selector2",SPF lookup timed out (rerun to confirm),,v=DMARC1; p=quarantine; rua=mailto:Info.Cybersecurity@nhcs.net; ruf=mailto:Info.Cybersecurity@nhcs.net;
Newton Conover City Schools,n-ccs.org,True,MONITOR_ONLY,none,100,yes,softfail (~all),"google,s1,s2",,v=spf1 ip4:103.66.105.70 ip4:168.245.8.205 ip4:168.245.72.153 ip4:168.245.124.47 ip4:168.245.123.14 ip4:168.245.0.237 include:_spf.google.com include:_spf.psm.knowbe4.com ~all,v=DMARC1; p=none; rua=mailto:tim.cochrane@n-ccs.org; ruf=mailto:tim.cochrane@n-ccs.org; fo=1
Northampton County Schools,northampton.k12.nc.us,True,MALFORMED,quarntine,100,yes,softfail (~all),google,unrecognized policy: quarntine,v=spf1 include:_spf.google.com ~all,v=DMARC1; p=Quarntine; rua=mailto:dmarc-reports@northampton.k12.nc.us
Onslow County Schools,onslow.k12.nc.us,True,ENFORCED_QUARANTINE,quarantine,100,yes,LOOKUP_FAILED,selector2,SPF lookup timed out (rerun to confirm),,v=DMARC1; p=quarantine; pct=100; rua=mailto:dmarc.reports@onslow.k12.nc.us; ruf=mailto:dmarc.reports@onslow.k12.nc.us; fo=1; adkim=r; aspf=r
Orange County Schools,orange.k12.nc.us,True,MONITOR_ONLY,none,100,yes,LOOKUP_FAILED,google,SPF lookup timed out (rerun to confirm),,v=DMARC1; p=none; rua=mailto:ocsadmin@orange.k12.nc.us
Pamlico County Schools,pamlicoschools.org,True,PARTIAL,quarantine,10,yes,softfail (~all),google,policy quarantine applied to only 10% of mail,v=spf1 include:mg.infinitecampus.org include:_spf.google.com ~all,v=DMARC1; p=quarantine; rua=mailto:dmarc@pamlicoschools.org; ruf=mailto:dmarc@pamlicoschools.org; sp=none; adkim=r; aspf=r; pct=10; fo=1; ri=86400
Pender County Schools,pender.k12.nc.us,True,ENFORCED_QUARANTINE,quarantine,100,yes,softfail (~all),"google,s1,s2",,v=spf1 include:_spf.google.com include:sendgrid.net ~all,v=DMARC1; p=quarantine; rua=mailto:dmarc@pender.k12.nc.us
Perquimans County Schools,pqschools.org,True,ENFORCED_QUARANTINE,quarantine,100,no,softfail (~all),google,,v=spf1 include:_spf.google.com ~all,v=DMARC1;p=quarantine;sp=quarantine;pct=100;adkim=r;aspf=r;fo=1
Person County Schools,person.k12.nc.us,True,ENFORCED_REJECT,reject,100,yes,hardfail (-all),google,,v=spf1 ip4:152.26.10.0/25 ip4:168.245.17.251 ip4:149.72.41.205 ip4:149.72.200.177 include:spf-m.kyschools.us include:sendgrid.net include:_spf.google.com -all,v=DMARC1; p=reject; sp=reject; adkim=s; aspf=s; pct=100; rua=mailto:claytonja@person.k12.nc.us; ruf=mailto:claytonja@person.k12.nc.us; fo=1
Pitt County Schools,pitt.k12.nc.us,True,ENFORCED_REJECT,reject,100,yes,LOOKUP_FAILED,"google,smtp",SPF lookup timed out (rerun to confirm),,v=DMARC1;  p=reject; rua=mailto:d3fe232584f3473dbf61e534d1fd0b9b@dmarc-reports.cloudflare.net
Polk County Schools,polkschools.org,True,ENFORCED_REJECT,reject,100,yes,softfail (~all),google,,v=spf1 include:spf.gaggle.net include:_spf.google.com include:mg.infinitecampus.org ~all,v=DMARC1; p=reject; rua=mailto:dmarc@polkschools.org; ruf=mailto:dmarc@polkschools.org; adkim=s; aspf=s
Public Schools of Robeson County,robeson.k12.nc.us,True,ENFORCED_QUARANTINE,quarantine,100,yes,LOOKUP_FAILED,google,SPF lookup timed out (rerun to confirm),,v=DMARC1; p=quarantine; rua=mailto:observe@robeson.k12.nc.us; ruf=mailto:observe@robeson.k12.nc.us; fo=1
Randolph County School System,randolph.k12.nc.us,True,ENFORCED_REJECT,reject,100,yes,LOOKUP_FAILED,"google,s1,s2",SPF lookup timed out (rerun to confirm),,v=DMARC1; p=reject; rua=mailto:dmarc-reports@randolph.k12.nc.us
Richmond County Schools,richmond.k12.nc.us,True,MONITOR_ONLY,none,100,yes,LOOKUP_FAILED,selector1,SPF lookup timed out (rerun to confirm),,v=DMARC1; p=none; rua=mailto:dmarc@richmond.k12.nc.us; fo=1; adkim=s; aspf=s; pct=100
Roanoke Rapids City Schools,rrgsd.org,True,ENFORCED_REJECT,reject,100,no,softfail (~all),google,,v=spf1 include:spf.gaggle.net include:_spf.google.com ~all,v=DMARC1; p=reject; pct=100
Rockingham County Schools,rock.k12.nc.us,True,ENFORCED_REJECT,reject,100,yes,LOOKUP_FAILED,"google,s1,s2",SPF lookup timed out (rerun to confirm),,v=DMARC1; p=reject; rua=mailto:noc@rock.k12.nc.us;  ruf=mailto:noc@rock.k12.nc.us; fo=1; pct=100
Rowan-Salisbury Schools,rssed.org,True,ENFORCED_REJECT,reject,100,yes,no all mechanism,selector1,,v=spf1 include:gaggle.net,v=DMARC1; p=reject; rua=mailto:dmarc@rssed.org
Rutherford County Schools,rcsnc.org,True,ENFORCED_REJECT,reject,100,yes,hardfail (-all),"google,mandrill",,v=spf1 include:_spf.google.com include:spf.mandrillapp.com include:mg.infinitecampus.org -all,"v=DMARC1; p=reject; rua=mailto:bad70cf68563418ea619b3f7bdfbb4fe@dmarc-reports.cloudflare.net,mailto:postmaster@rcsnc.org"
Sampson County Schools,sampson.k12.nc.us,True,ENFORCED_REJECT,reject,100,yes,hardfail (-all),"google,k1,s1,s2",,v=spf1 ip4:66.207.226.6 ip4:66.207.228.48/28 include:_spf.google.com -all,v=DMARC1;p=reject;rua=mailto:dmarc@sampson.k12.nc.us;ruf=mailto:dmarc@sampson.k12.nc.us;fo=1;pct=100;adkim=s;aspf=s
Scotland County Schools,scotland.k12.nc.us,True,ENFORCED_REJECT,reject,100,yes,hardfail (-all),selector1,,v=spf1 include:spf.protection.outlook.com -all,v=DMARC1;p=reject;rua=mailto:dmarc@scotland.k12.nc.us;pct=100;adkim=s;aspf=s
Stanly County Schools,stanlycountyschools.org,True,ENFORCED_REJECT,reject,100,yes,LOOKUP_FAILED,google,SPF lookup timed out (rerun to confirm),,v=DMARC1; p=reject; rua=mailto:dmarc@stanlycountyschools.org; pct=100; adkim=r; aspf=r
Stokes County Schools,stokes.k12.nc.us,True,ENFORCED_REJECT,reject,100,yes,LOOKUP_FAILED,"google,s1,s2",SPF lookup timed out (rerun to confirm),,v=DMARC1; p=reject; rua=mailto:dmarc@stokes.k12.nc.us
Surry County Schools,surry.k12.nc.us,True,ENFORCED_REJECT,reject,100,yes,LOOKUP_FAILED,"google,k1,s2",SPF lookup timed out (rerun to confirm),,v=DMARC1; p=reject; rua=mailto:junkmail@surry.k12.nc.us
Swain County Schools,swainmail.org,True,MONITOR_ONLY,none,100,yes,LOOKUP_FAILED,google,SPF lookup timed out (rerun to confirm),,v=DMARC1; p=none; rua=mailto:dmarc@swainmail.org
Thomasville City Schools,tcs.k12.nc.us,True,MONITOR_ONLY,none,100,yes,LOOKUP_FAILED,"google,s1,s2",SPF lookup timed out (rerun to confirm),,v=DMARC1; p=none; rua=mailto:dmarc-reports@tcs.k12.nc.us
Transylvania County Schools,tcsnc.org,True,ENFORCED_REJECT,reject,100,yes,LOOKUP_FAILED,"google,s1,s2",SPF lookup timed out (rerun to confirm),,v=DMARC1;p=reject;rua=mailto:gadmin@tcsnc.org;ruf=mailto:gadmin@tcsnc.org;fo=1;pct=100;adkim=s;aspf=s
Tyrrell County Schools,tyrrell.k12.nc.us,True,NO_DMARC,NONE,,,NONE,none of common selectors,no SPF record either,,
Union County Public Schools,ucps.k12.nc.us,True,ENFORCED_REJECT,reject,100,yes,LOOKUP_FAILED,"google,selector1",SPF lookup timed out (rerun to confirm),,"v=DMARC1;p=reject;rua=mailto:45d46313fb@rua.easydmarc.us,mailto:ucpsdmarc@ucps.k12.nc.us;ruf=mailto:45d46313fb@ruf.easydmarc.us,mailto:ucpsdmarc@ucps.k12.nc.us;fo=1;"
Vance County Schools,vcs.k12.nc.us,True,ENFORCED_REJECT,reject,100,no,LOOKUP_FAILED,google,SPF lookup timed out (rerun to confirm),,v=DMARC1; p=reject; adkim=s; aspf=s; pct=100
Wake County Schools,wcpss.net,True,MONITOR_ONLY,none,100,yes,LOOKUP_FAILED,"google,selector2",SPF lookup timed out (rerun to confirm),,v=DMARC1;p=none;pct=100;rua=mailto:5671945cf1@rua.easydmarc.us;ruf=mailto:5671945cf1@ruf.easydmarc.us;fo=1
Warren County Schools,warrenk12nc.org,True,NO_DMARC,NONE,,,softfail (~all),none of common selectors,,v=spf1 include:spf.gaggle.net include:_spf.google.com include:mg.infinitecampus.org ~all,
